	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
11	115	5	ORANGE_3	665	CHALLENGES_PHYS_IMMUNE	NPC_HEAD_CRAB,NPC_HEAD_CRAB,ORC_MONK,BROZERKER,SHADOW_ASSASSIN	DARK_HORSE,NPC_CAULDRON_MONSTER,NPC_CAULDRON_MONSTER,NPC_TROLL_BLOB,NPC_TROLL_BLOB	SILENT_SPIRIT,BANSHEE,ZOMBIE_SQUIRE,RAGING_REVENANT,[boss]CURSED_STATUE
12	120	5	ORANGE_4	715	CHALLENGES_PHYS_IMMUNE	CURSED_STATUE,NPC_TROLL_BLOB,NPC_TROLL_BLOB,RAGING_REVENANT,SILENT_SPIRIT	FROST_GIANT,AQUATIC_MAN,NPC_SQUID,NPC_HEAD_CRAB,SHADOW_ASSASSIN	ZOMBIE_SQUIRE,NPC_TROLL_BLOB,ORC_MONK,[boss]BANSHEE,NPC_MYSTIC_WILDLING
13	125	5	ORANGE_5	765	CHALLENGES_PHYS_IMMUNE	RAGING_REVENANT,CURSED_STATUE,SHADOW_ASSASSIN,NPC_SCARECROW,NPC_TROLL_BLOB	BANSHEE,NPC_HEAD_CRAB,ZOMBIE_SQUIRE,NPC_TROLL_BLOB,NPC_MYSTIC_WILDLING	ORC_MONK,BROZERKER,DARK_HORSE,[boss]FROST_GIANT,SILENT_SPIRIT
14	130	5	ORANGE_6	815	CHALLENGES_PHYS_IMMUNE	ORC_MONK,NPC_TROLL_BLOB,NPC_TROLL_BLOB,DARK_HORSE,FROST_GIANT	ZOMBIE_SQUIRE,AQUATIC_MAN,NPC_HEAD_CRAB,NPC_HEAD_CRAB,SHADOW_ASSASSIN	RAGING_REVENANT,BROZERKER,SILENT_SPIRIT,BANSHEE,[boss]BULWARK_ANGEL
15	135	5	ORANGE_7	865	CHALLENGES_PHYS_IMMUNE	ZOMBIE_SQUIRE,RAGING_REVENANT,BANSHEE,NPC_SCARECROW,NPC_STONE_IMP,NPC_CAULDRON_MONSTER	DARK_HORSE,BROZERKER,SHADOW_ASSASSIN,FROST_GIANT,NPC_MYSTIC_WILDLING,NPC_TROLL_BLOB	BULWARK_ANGEL,SILENT_SPIRIT,AQUATIC_MAN,CURSED_STATUE,[boss]ETERNAL_ENCHANTER,NPC_HEAD_CRAB
16	140	5	ORANGE_8	915	CHALLENGES_PHYS_IMMUNE	ELECTROYETI,DARK_HORSE,RAGING_REVENANT,SHADOW_ASSASSIN,NPC_STONE_IMP,NPC_SCARECROW	FROST_GIANT,NPC_TROLL_BLOB,BULWARK_ANGEL,CURSED_STATUE,NPC_HEAD_CRAB,AQUATIC_MAN	NPC_MYSTIC_WILDLING,MEDUSA,NPC_TROLL_BLOB,ORC_MONK,FROST_GIANT,[boss]DRAGON_SLAYER
17	145	5	CYAN	965	CHALLENGES_PHYS_IMMUNE	DARK_HORSE,BROZERKER,SHADOW_ASSASSIN,FROST_GIANT,NPC_MYSTIC_WILDLING,NPC_TROLL_BLOB	NPC_MYSTIC_WILDLING,NPC_STONE_IMP,SHADOW_ASSASSIN,BROZERKER,DRAGON_SLAYER,NPC_HEAD_CRAB	NPC_MYSTIC_WILDLING,NPC_STONE_IMP,ZOMBIE_SQUIRE,ORC_MONK,CURSED_STATUE,[boss]LAST_DEFENDER
18	170	5	CYAN_3	1015	CHALLENGES_PHYS_IMMUNE	BROZERKER,DARK_HORSE,SHADOW_OF_SVEN,NPC_SCARECROW,FROST_GIANT,LAST_DEFENDER	BANSHEE,NPC_HEAD_CRAB,ZOMBIE_SQUIRE,BULWARK_ANGEL,NPC_MYSTIC_WILDLING,DRAGON_SLAYER	MEDUSA,RAGING_REVENANT,CURSED_STATUE,SHADOW_ASSASSIN,SILENT_SPIRIT,[boss]SUN_SEEKER
19	185	5	CYAN_4	1065	CHALLENGES_PHYS_IMMUNE	DRAGON_SLAYER,DARK_HORSE,SHADOW_OF_SVEN,DARK_DRACUL,FROST_GIANT,BROZERKER	BANSHEE,LAST_DEFENDER,ZOMBIE_SQUIRE,SHADOW_ASSASSIN,SILENT_SPIRIT,SUN_SEEKER	ORC_MONK,RAGING_REVENANT,CURSED_STATUE,FROST_GIANT,BULWARK_ANGEL,[boss]BLACK_WING
20	200	5	CYAN_4	1115	CHALLENGES_PHYS_IMMUNE	MEDUSA,RAGING_REVENANT,CURSED_STATUE,SHADOW_ASSASSIN,SILENT_SPIRIT,SUN_SEEKER	NPC_MYSTIC_WILDLING,NPC_STONE_IMP,SHADOW_ASSASSIN,ZOMBIE_SQUIRE,DRAGON_SLAYER,NPC_HEAD_CRAB	DARK_HORSE,BROZERKER,ETERNAL_ENCHANTER,FROST_GIANT,BULWARK_ANGEL,[boss]ANCIENT_DWARF
21	220	5	CYAN_4	1165	CHALLENGES_PHYS_IMMUNE	DRAGON_SLAYER,DARK_HORSE,RAGING_REVENANT,SHADOW_ASSASSIN,NPC_STONE_IMP,ANCIENT_DWARF	FROST_GIANT,MEDUSA,BULWARK_ANGEL,CURSED_STATUE,BLACK_WING,AQUATIC_MAN	NPC_MYSTIC_WILDLING,LAST_DEFENDER,NPC_TROLL_BLOB,ORC_MONK,SILENT_SPIRIT,[boss]SNAPPER_BONE
22	230	5	CYAN_4	1215	CHALLENGES_PHYS_IMMUNE	BROZERKER,BROZERKER,SHADOW_OF_SVEN,NPC_SCARECROW,FROST_GIANT,LAST_DEFENDER	BANSHEE,NPC_HEAD_CRAB,ZOMBIE_SQUIRE,SNAPPER_BONE,NPC_MYSTIC_WILDLING,DRAGON_SLAYER	MEDUSA,RAGING_REVENANT,CURSED_STATUE,SHADOW_ASSASSIN,SILENT_SPIRIT,[boss]BULWARK_ANGEL
