	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE
11	120	5	ORANGE_3	665	THE_MOUNTAIN_SUMMIT	NPC_SQUIRREL,NPC_SQUIRREL,BARDBARIAN,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER	DRUIDINATRIX,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE,NPC_CLOUD_MONSTER,NPC_HEALER_SPRITE	NPC_BUFF_SPRITE,NPC_BUFF_SPRITE,MEDUSA,SATYR,[boss]GROOVY_DRUID
12	125	5	ORANGE_4	715	THE_MOUNTAIN_SUMMIT	DRUIDINATRIX,GROOVY_DRUID,BARDBARIAN,NPC_HEALER_SPRITE,NPC_BUFF_SPRITE	SATYR,MEDUSA,AQUATIC_MAN,NPC_SQUIRREL,NPC_WILDLING_ARCHER	NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,SATYR,[boss]UNICORGI
13	130	5	ORANGE_5	765	THE_MOUNTAIN_SUMMIT	NPC_SQUIRREL,UNICORGI,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,MEDUSA	NPC_POTTED_PLANT,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE,DRUIDINATRIX,NPC_POTTED_PLANT	PLANT_SOUL,SATYR,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,[boss]BARDBARIAN
14	135	5	ORANGE_6	815	THE_MOUNTAIN_SUMMIT	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER	SATYR,GROOVY_DRUID,ROLLER_WARRIOR,NPC_SQUIRREL,NPC_WILDLING_ARCHER	MEDUSA,PLANT_SOUL,UNICORGI,BARDBARIAN,[boss]ANGELIC_HERALD
15	140	5	ORANGE_7	865	THE_MOUNTAIN_SUMMIT	BARDBARIAN,ROLLER_WARRIOR,DRUIDINATRIX,GROOVY_DRUID,NPC_MYSTIC_WILDLING,NPC_WILDLING_ARCHER	SATYR,AQUATIC_MAN,NPC_SQUIRREL,NPC_POTTED_PLANT,NPC_BUFF_SPRITE,NPC_HEALER_SPRITE	MEDUSA,PLANT_SOUL,ANGELIC_HERALD,UNICORGI,[boss]GRAND_HUNTRESS,NPC_SQUIRREL
16	145	5	ORANGE_8	915	THE_MOUNTAIN_SUMMIT	NPC_SQUIRREL,UNICORGI,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,MEDUSA	NPC_POTTED_PLANT,NPC_HEALER_SPRITE,NPC_HEALER_SPRITE,DRUIDINATRIX,NPC_POTTED_PLANT	PLANT_SOUL,SATYR,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER,[boss]BARDBARIAN
17	150	5	CYAN	965	THE_MOUNTAIN_SUMMIT	NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_ANGELIC_AVENGER,NPC_CLOUD_MONSTER,NPC_CLOUD_MONSTER	SATYR,GROOVY_DRUID,ROLLER_WARRIOR,NPC_SQUIRREL,NPC_WILDLING_ARCHER	MEDUSA,PLANT_SOUL,UNICORGI,BARDBARIAN,[boss]ANGELIC_HERALD
18	190	5	CYAN_3	1015	THE_MOUNTAIN_SUMMIT	BARDBARIAN,ROLLER_WARRIOR,DRUIDINATRIX,GROOVY_DRUID,NPC_MYSTIC_WILDLING,NPC_WILDLING_ARCHER	SATYR,AQUATIC_MAN,NPC_SQUIRREL,NPC_POTTED_PLANT,NPC_BUFF_SPRITE,NPC_HEALER_SPRITE	MEDUSA,PLANT_SOUL,ANGELIC_HERALD,UNICORGI,GRAND_HUNTRESS,[boss]SUN_SEEKER
19	205	5	CYAN_4	1065	THE_MOUNTAIN_SUMMIT	AQUATIC_MAN,BURNT_ONE,DUNGEON_MAN,DEMON_TOTEM,SPIKEY_DRAGON,ETERNAL_ENCHANTER	DARK_HORSE,FROST_GIANT,SPECTRAL_DRAGON,BULWARK_ANGEL,SILENT_SPIRIT,ELECTROYETI	BONE_DRAGON,MOON_DRAKE,DRAGZILLA,SAVAGE_CUTIE,RABID_DRAGON,[boss]GREED_DRAGON
20	220	5	CYAN_4	1115	THE_MOUNTAIN_SUMMIT	NPC_CAULDRON_MONSTER,VOID_WYVERN,TOMB_ANGEL,PIRATE,DRAGZILLA,MOON_DRAKE	CYCLOPS_WIZARD,GROOVY_DRUID,COSMIC_ELF,NPC_FLEA_DEMON,NPC_FLEA_DEMON,PLANT_SOUL	SKELETON_KING,NPC_SHARK,DEMON_TOTEM,KRAKEN_KING,NINJA_DWARF,[boss]BARDBARIAN
21	230	5	CYAN_4	1165	THE_MOUNTAIN_SUMMIT	BURNT_ONE,DUNGEON_MAN,DRAGZILLA,SUN_SEEKER,ROLLER_WARRIOR,SNIPER_WOLF	VILE_BILE,ANGELIC_HERALD,NPC_CRYSTAL_LIZARD,DARK_HORSE,FROST_GIANT,ELECTROYETI	COSMIC_ELF,DARK_HORSE,DEMON_TOTEM,MEDUSA,GREED_DRAGON,[boss]GENIE
22	250	5	CYAN_4	1215	THE_MOUNTAIN_SUMMIT	VOID_WYVERN,VILE_BILE,CRIMSON_WITCH,DARK_DRACUL,DRAGZILLA,DWARVEN_ARCHER	GENIE,HYDRA,NINJA_DWARF,NPC_CLOUD_MONSTER,ORC_MONK,SNIPER_WOLF	WEE_WITCH,VULTURE_DRAGON,WEREDRAGON,DRAGON_SLAYER,GRAND_HUNTRESS,[boss]BLACK_WING
